hash_id,id,hn,sample_collection_date,date_of_submission,sex,species,submitted_sample,collect_method,vitek_id,bact_species,bact_genus,vet_read,vet_recommend,report_issued_date,filename,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,amikacin,amoxicillin/clavulanic acid,azithromycin,cefalexin,cefazolin,cefixime,cefovecin,cefpodoxime,ceftriaxone,chloramphenicol,clindamycin,doxycycline,enrofloxacin,fluconazole,fosfomycin,gentamicin,imipenem,marbofloxacin,metronidazole,minocycline,nitrofurantoin,piperacillin/tazobactam,polymyxin b,pradofloxacin,rifampicin,tetracycline,trimethoprim/sulfamethoxazole,vancomycin
-4268537386760369163,GN_2518,5904290,2020-01-16,2020-01-16,male,dog,swab,unknown,GN,enterobacter cloacae,enterobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-01-22,5904290_22.01.2020_GN_2020.docx,S,R,,R,R,S,R,S,S,S,S,,S,S,S,S,S,,,S,,S,,S,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4598625193082183569,GN_1274,6016059,2018-09-23,2018-09-23,male,dog,exudate,unknown,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-09-27,6016059_28.09.2018_GN.docx,S,S,S,I,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6532374213256021525,GN_1393,6115040,2018-10-26,2018-10-26,male,dog,abscess,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-10-30,6115040_30.10.2018_GN.docx,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
99432586926900692,GN_1867,6117716,2019-01-12,2019-01-12,female,cat,abdominal cavity,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-01-17,6117716_17.01.2019_GN_Abdominal cavity .docx,S,R,R,R,,R,R,R,S,,S,+,S,S,S,,S,R,,,,S,S,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-7049976634012215422,GN_827,5609056,2018-01-19,2018-01-19,male,dog,urine,unknown,GN,proteus mirabilis,proteus,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-01-24,5609056_24.01.2018_GN.docx,S,S,S,I,,S,S,S,I,,S,,S,,S,,R,S,,,,R,S,S,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-3332420867450433218,GN_1893,6200724,2019-01-16,2019-01-16,female,dog,other,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-01-23,6200724_23.01.2019_GN.docx,S,S,R,R,,S,S,S,S,,R,-,S,S,R,,S,R,,,,R,S,S,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-5483259128933468642,GN_1707,6000412,2019-03-04,2019-03-04,female,dog,exudate,unknown,GN,pasteurella canis,pasteurella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-03-13,6000412_13.03.2019_GN.docx,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3689520610510541320,GN_1780,6103075,2019-10-07,2019-10-07,male,dog,ub mucosa,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-10-16,6103075_16.10.2019_GN.docx,R,,,,,,,,,,R,,R,S,R,,,R,,,,,R,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-8749764159690357137,GN_3302,Exvetlab (A87),2020-12-02,2020-12-02,male,dog,urine,cystocentesis,GN,klebsiella pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-12-07,Exvetlab (A87)_07.12.2020_GN_2020.docx,R,R,R,R,R,R,R,R,R,R,R,+,R,R,R,S,R,,,R,,R,,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-4310328596851420681,GN_1419,6010571,2018-11-26,2018-11-26,female,dog,exudate,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-11-30,6010571_30.11.2018_GN.docx,S,,,,,,,,,,R,,R,R,R,,,S,,,,,R,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7036924634749462840,GN_2454,รพส.เจริญสุข (ลัคกี้),2019-04-21,2019-04-22,unknown,cat,other,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-04-26,รพส.เจริญสุข (ลัคกี้)_26.04.2019_GN.docx,S,,,,,,,,,,R,,R,S,R,,,S,,,,,R,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
674338591133952635,GN_2271,6212915,2019-10-18,2019-10-18,male,cat,open wound,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-10-25,6212915_25.10.2019_GN.docx,S,R,R,R,R,R,R,R,S,I,R,+,R,S,R,S,S,,,R,,R,,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8374425317031801489,GN_790,6017927,2017-12-05,2017-12-05,male,dog,ub mucosa,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-12-12,6017927_12.12.2017_GN.docx,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2317129229683676106,GN_830,5907215,2017-12-29,2017-12-29,male,dog,prostate,unknown,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-01-08,5907215_08.01.2018_GN_prostatic abscess.docx,S,S,R,S,,S,S,S,S,,S,-,S,I,S,,I,R,,,,S,S,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7829236082805097854,GN_486,6000858,2017-10-12,2017-10-12,male,cat,wound,unknown,GN,pasteurella canis,pasteurella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-10-18,6000858_18.10.2017_GN .docx,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-6303662685705443659,GN_485,6000813,2017-02-16,2017-02-16,female,cat,fistula,unknown,GN,sphingomonas paucimobilis,sphingomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-02-22,6000813_22.02.2017_GN.docx,S,S,S,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,S,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8686270412799090580,GN_1831,6113527,2019-07-12,2019-07-12,female,dog,urine,cystocentesis,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-23,6113527_23.07.2019_GN.docx,S,S,S,S,,S,S,S,S,,R,-,S,S,R,,S,S,,,,S,S,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8388860065292239323,GN_3037,6307688,2020-07-02,2020-07-02,female,dog,open wound,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-07-10,6307688_10.07.2020_GN_2020.docx,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2035796868955440288,GN_1594,5701210,2019-05-24,2019-05-24,unknown,dog,urine,cystocentesis,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-05-29,5701210_29.05.2019_GN.docx,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,I,S,,,,S,S,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-3983355939882947989,GN_2631,6102930,2020-03-03,2020-03-03,female,dog,urine,cystocentesis,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-03-06,6102930_06.03.2020_GN_2020.docx,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3968645347525403375,GN_558,6005701,2017-04-20,2017-04-20,male,cat,ear canal,unknown,GN,bordetella bronchiseptica,bordetella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-04-26,6005701_26.04.2017_GN.docx,S,S,R,R,,R,R,R,I,,I,,S,S,S,,R,S,,,,S,S,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-5619651351133931159,GN_601,6007829,2017-05-31,2017-05-31,male,dog,abscess,unknown,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-05-31,6007829_31.05.2017_GN_abscess.docx,S,S,R,S,,S,S,S,S,,R,-,S,S,R,,I,S,,,,R,I,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2322823310376233067,GN_553,6005348,2017-05-02,2017-05-02,male,cat,urine,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-05-04,6005348_04.05.2017_GN.docx,S,S,R,S,,S,S,S,R,,R,-,R,S,R,,S,R,,,,S,I,R,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-4102242115937061825,GN_1900,6200912,2019-01-21,2019-01-21,male,cat,urine,catheterization,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-01-28,6200912_28.01.2019_GN.docx,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1821174504288114147,GN_2829,5904550,2020-09-15,2020-09-15,female,dog,urine,cystocentesis,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-09-18,5904550_18.09.2020_GN_2020.docx,S,,,,,,,,,,R,,S,S,R,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
-5963428723967774604,GN_703,6013915,2017-09-15,2017-09-15,female,cat,wound,unknown,GN,acinetobacter radioresistens,acinetobacter,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-09-22,6013915_22.09.2017_GN .docx,S,S,S,S,,R,S,I,I,,S,,S,S,S,,R,S,S,,S,S,S,S,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-6668171149949195666,GN_1758,6015698,2019-05-27,2019-05-27,female,cat,urine,catheterization,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-05-30,6015698_30.05.2019_GN.docx,S,R,R,R,,R,R,R,I,,R,-,R,S,R,,I,R,,,,R,S,S,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1817444252434669334,GN_2540,6301001,2020-01-23,2020-01-23,male,cat,urine,catheterization,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-01-29,6301001_29.01.2020_GN_2020.docx,S,S,S,S,S,S,S,S,I,R,S,,S,I,S,S,R,,,S,,R,,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1560965753570651941,GN_1367,6113681,2018-10-25,2018-10-25,female,dog,urine,cystocentesis,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-10-30,6113681_30.10.2018_GN.docx,S,S,S,S,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-5125054165604546185,GN_2483,5512963,2020-01-06,2020-01-06,male,dog,urine,cystocentesis,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-01-09,5512963_09.01.2020_GN_2020.docx,S,S,R,S,S,S,S,S,S,S,I,-,S,S,S,S,S,,,S,,S,,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-5302995115570270450,GN_106,5909808,2016-07-16,2016-07-16,male,dog,exudate,unknown,GN,serratia marcescens,serratia,อ.สพ.ญ.ดร.กมลทิพย์ ถึงรัตน์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-07-23,5909808_07_23_16.docx,S,R,,R,,S,,S,S,,S,,S,S,S,,R,S,,,,R,S,S,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1920422857313968728,GN_306,5508352,2017-02-15,2017-02-15,male,dog,urine,catheterization,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-02-21,5508352_21.02.2017_GN_.docx,R,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,R,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1400014022355247963,GN_896,6017032,2018-01-28,2018-01-28,female,dog,other,unknown,GN,burkholderia cepacia group,burkholderia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-02-01,6017032_01.02.2018_GN.docx,R,R,R,R,,R,R,R,R,,R,,R,R,I,,R,S,,,,R,R,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-2827571309677619558,GN_2210,6210518,2019-10-02,2019-10-02,male,cat,other,unknown,GN,acinetobacter baumannii complex,acinetobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-10-08,6210518_08.10.2019_GN.docx,,,,,,,,,,,I,,R,R,I,,,R,S,,,S,R,R,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-3320797776173315822,GN_904,6101514,2018-02-19,2018-02-19,male,dog,ub mucosa,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-02-26,6101514_26.02.2018_GN.docx,S,R,R,R,,R,R,R,R,,R,,R,I,R,,R,R,S,,,R,R,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-4626635675539057981,GN_127,5912504,2016-08-11,2016-08-11,female,dog,abscess,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.กมลทิพย์ ถึงรัตน์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-08-18,5912504_08_18_16_GN.docx,S,R,R,R,,R,R,R,R,,R,,R,S,R,,R,S,S,,,R,R,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5879681883655312964,GN_1560,5510245,2019-03-11,2019-03-11,male,dog,pg abscess,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-03-13,5510245_13.03.2019_GN.docx,S,R,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-8218833445191276590,GN_2264,6212647,2019-09-23,2019-09-23,male,dog,urine,catheterization,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-09-26,6212467_26.09.2019_GN.docx,I,R,R,R,,R,R,R,I,,R,-,I,S,R,,I,R,,,,R,I,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-6259722602848038453,GN_917,6102621,2018-02-18,2018-02-18,male,dog,abdominal fluid,unknown,GN,klebsiella pneumoniae ssp ozaenae,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-02-22,6102621_22.02.2018_GN.docx,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,I,R,,,,S,S,S,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6572033451819203621,GN_1733,6007017,2019-02-09,2019-02-09,male,dog,exudate,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-02-14,6007017_14.02.2019_GN.docx,I,,,,,,,,,,R,,R,S,R,,,R,,,,,I,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-1256575718270490591,GN_1601,5703368,2019-05-21,2019-05-21,male,cat,urine,cystocentesis,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-05-24,5703368_24.05.2019_GN.docx,S,R,R,S,,S,S,S,S,,S,-,S,S,S,,S,R,,,,R,S,S,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8449310905638693089,GN_3237,6400619,2021-01-15,2021-01-15,unknown,dog,other,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2021-01-20,6400619_20.01.2021_GN_2021.docx,S,S,R,R,I,S,S,S,S,R,S,-,S,S,S,S,S,,,S,,I,,R,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-2139295654809387184,GN_1175,6108499,2018-07-05,2018-07-05,female,dog,urine,cystocentesis,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-07-11,6108499_11.07.2018_GN.docx,S,S,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,I,R,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-5888984935641747829,GN_923,รพส.มีสุข (K.ฐิติพัทธ์),2018-02-05,,unknown,cat,nasal discharge,unknown,GN,pasteurella multocida,pasteurella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-02-09,รพส.มีสุข_K.ฐิติพัทธ์_09.02.2018_GN.docx,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-2657768348654631740,GN_2124,6208406,2019-07-02,2019-07-02,female,dog,urine,catheterization,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-09,6208406_09.07.2019_GN.docx,I,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,R,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-2478175863900397150,GN_2500,6105022,2019-01-06,2019-01-06,female,dog,wound,unknown,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-12-13,6105022_16.01.2020_GN_2020.docx,S,S,S,I,R,S,S,S,S,R,S,,S,R,S,S,R,,,S,,R,,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1812685199643479847,GN_1055,6106019,2018-04-30,2018-04-30,female,cat,abscess,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-05-03,6106019_03.05.2018_GN.docx,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6698808485686940916,GN_204,5918014,2016-12-01,2016-12-01,male,dog,ub mucosa,unknown,GN,enterobacter cloacae complex,enterobacter,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-12-09,5918014_09.12.2016_GN.docx,S,R,,R,,R,R,R,R,,S,,S,S,S,,I,R,,,,S,S,R,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-5441710344706868070,GN_1713,6002781,2019-08-31,2019-08-31,female,dog,urine,cystocentesis,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-09-05,6002781_05.09.2019_GN.docx,S,S,S,S,,S,S,S,I,,S,,S,,S,,R,S,,,,R,S,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5964009535011979200,GN_1454,6115800,2018-11-15,2018-11-15,female,dog,exudate,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-11-20,6115800_20.11.2018_GN.docx,S,R,R,S,,S,S,S,S,,R,-,S,S,R,,S,I,,,,R,S,R,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-6161450630499924155,GN_695,6013376,2017-09-11,2017-09-11,male,cat,exudate,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-09-14,6013376_14.09.2017_GN .docx,R,R,R,R,,R,R,R,I,,R,+,R,S,R,,S,R,,,,S,R,S,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
