id,hn,species,submitted_sample,collect_method,vitek_id,bact_species_1,bact_family,amikacin,amoxicillin/clavulanic acid,ampicillin,cefalexin,cefalotin,cefovecin,cefpodoxime,ceftiofur,chloramphenicol,doxycycline,enrofloxacin,esbl,gentamicin,imipenem,marbofloxacin,neomycin,nitrofurantoin,piperacillin,polymyxin b,pradofloxacin,rifampin,tetracycline,tobramycin,trimethoprim/sulfamethoxazole,answer0,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,ans_trimethoprim/sulfamethoxazole,ans_marbofloxacin,ans_cefovecin,ans_amoxicillin/clavulanic acid,ans_amikacin,ans_imipenem,ans_enrofloxacin,ans_cefalexin,ans_nitrofurantoin,ans_gentamicin,ans_doxycycline,ans_cefixime,ans_fosfomycin,ans_ceftriaxone,ans_piperacillin,ans_pradofloxacin,ans_metronidazole,ans_cefazolin,ans_colistin (polymyxin e),ans_tetracycline,ans_clindamycin,filename
Date of sample collection
3 Dec 2018
Date of submission
6 Dec 2018
Owner
ดวงดาว
Patient
บ้องแบ๊ว
Species
Dog
Breed
Unk
Sex
Unk
Birth date
Year 1998
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Swab จาก left ear canal 1 
Method of collection
NA
Vitek ID card
GN
Lot No
2410266403
Vitek AST card
GN
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Pseudomonas aeruginosa
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Piperacillin
16
S
Cephalexin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
4
I
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Tobramycin
<=1
S
Enrofloxacin
1
I
Marbofloxacin
<=0.5
S
Tetracycline
NA
NA
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Polymyxin B
1
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
NA
NA
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pseudomonas aeruginosa
--	แนะนำให้ทำความสะอาดช่องหูวันละ 1 ครั้ง ด้วยน้ำยาล้างหูที่มี antiseptics เป็นส่วนประกอบที่มีคุณสมบัติในการทำลายเชื้อและ biofilm ของเชื้อ หรือ Tris EDTA ทิ้งไว้ 20-30 นาที แล้วจึงหยอดยาหยอดหูที่มีส่วนประกอบของยาต้านจุลชีพ เช่น gentamicin หรือ marbofloxacin 
--	ในกรณีที่มีการอักเสบติดเชื้อรุนแรง ติดเชื้อที่ช่องหูส่วนกลาง หรือเสี่ยงต่อการติดเชื้อตามระบบ ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 11 ธันวาคม พ.ศ.2561",dog,Swab จาก left ear canal 1,,GN,pseudomonas aeruginosa,pseudomonas,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1383,5422072,dog,pus,,GN,escherichia coli,escherichia,S,R,R,R,,R,R,R,R,,R,,R,S,R,,S,R,,,,R,S,R,amikacin,imipenem,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1384,5500224,dog,urine,"Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC1630/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Escherichia coli (1.7x107 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NEG
-
Ampicillin
8
S
Amoxicillin/clavulanic acid
4
S
Piperacillin
<=4
S
Cephalexin
8
S
Cefpodoxime
0.5
S
Cefovecin
1
S
Ceftiofur
<=1
S
Imipenem
<=1
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Tobramycin
<=1
S
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Tetracycline
>=16
R
Nitrofurantoin
<=16
S
Chloramphenicol
16
I
Polymyxin B
0.5
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
>=320
R
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Escherichia coli
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amoxicillin/clavulanic acid 25 mg/kg q8h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--		Cephalexin 25-30 mg/kg q8-12h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท
--		แนะนำให้ flush ล้างกระเพาะปัสสาวะด้วย NSS จนปัสสาวะใส เพื่อช่วยกำจัด/ลดจำนวนเชื้อในกระเพาะปัสสาวะ
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 9 สิงหาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5500224 Clinician สพ.ญ.ฐิติพร                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5500224 Clinician สพ.ญ.ฐิติพร                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
6 Aug 2019
Date of submission
6 Aug 2019
Owner
ชุลีวรรณ วงษ์แสง
Patient
ซูโม่
Species
Dog
Breed
Pug
Sex
Male
Birth date
Year 2003
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
urine
Method of collection
Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC1630/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Escherichia coli (1.7x107 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NEG
-
Ampicillin
8
S
Amoxicillin/clavulanic acid
4
S
Piperacillin
<=4
S
Cephalexin
8
S
Cefpodoxime
0.5
S
Cefovecin
1
S
Ceftiofur
<=1
S
Imipenem
<=1
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Tobramycin
<=1
S
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Tetracycline
>=16
R
Nitrofurantoin
<=16
S
Chloramphenicol
16
I
Polymyxin B
0.5
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
>=320
R
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Escherichia coli
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amoxicillin/clavulanic acid 25 mg/kg q8h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--		Cephalexin 25-30 mg/kg q8-12h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท
--		แนะนำให้ flush ล้างกระเพาะปัสสาวะด้วย NSS จนปัสสาวะใส เพื่อช่วยกำจัด/ลดจำนวนเชื้อในกระเพาะปัสสาวะ
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 9 สิงหาคม พ.ศ.2562",escherichia coli,escherichia,S,S,S,S,,S,S,S,I,,R,-,S,S,R,,S,S,,,,R,S,R,amoxicillin/clavulanic acid,cefalexin,cefovecin,trimethoprim/sulfamethoxazole,enrofloxacin,marbofloxacin,,,,,,,,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1385,5500224,dog,urine,cystocentesis,GN,escherichia coli,escherichia,S,R,R,S,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S,amoxicillin/clavulanic acid,cefalexin,cefovecin,trimethoprim/sulfamethoxazole,enrofloxacin,marbofloxacin,,,,,,,,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1386,5500224,dog,Urine,"Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC1784/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Klebsiella pneumoniae ssp pneumoniae (2.0x107CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
POS
+
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
>=32
R
Piperacillin
>=128
R
Cephalexin
>=64
R
Cefpodoxime
>=8
R
Cefovecin
>=8
R
Ceftiofur
>=8
R
Imipenem
<=1
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Tobramycin
<=1
S
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
64
I
Chloramphenicol
4
S
Polymyxin B
1
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Klebsiella pneumoniae ssp pneumoniae
--	จากตัวอย่าง urine เมื่อ 6 ส.ค. พบเชื้อ Escherichia coli ซึ่งไวต่อยา ampicillin, amoxicillin/clavulanic acid, piperacillin, cephalexin, cefpodoxime, cefovecin, ceftiofur, imipenem, amikacin, gentamicin, tobramycin, nitrofurantoin
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--	Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
--		แนะนำให้ flush ล้างกระเพาะปัสสาวะด้วย NSS จนปัสสาวะใส เพื่อช่วยกำจัด/ลดจำนวนเชื้อในกระเพาะปัสสาวะ
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 29 สิงหาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5500224 Clinician น.สพ.นวัต                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5500224 Clinician น.สพ.นวัต                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
24 Aug 2019
Date of submission
24 Aug 2019
Owner
ชุลีวรรณ วงษ์แสง
Patient
ซูโม่
Species
Dog
Breed
Pug
Sex
Male
Birth date
Year 2003
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine
Method of collection
Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC1784/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Klebsiella pneumoniae ssp pneumoniae (2.0x107CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
POS
+
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
>=32
R
Piperacillin
>=128
R
Cephalexin
>=64
R
Cefpodoxime
>=8
R
Cefovecin
>=8
R
Ceftiofur
>=8
R
Imipenem
<=1
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Tobramycin
<=1
S
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
64
I
Chloramphenicol
4
S
Polymyxin B
1
NA
Rifampin
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Klebsiella pneumoniae ssp pneumoniae
--	จากตัวอย่าง urine เมื่อ 6 ส.ค. พบเชื้อ Escherichia coli ซึ่งไวต่อยา ampicillin, amoxicillin/clavulanic acid, piperacillin, cephalexin, cefpodoxime, cefovecin, ceftiofur, imipenem, amikacin, gentamicin, tobramycin, nitrofurantoin
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--	Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
--		แนะนำให้ flush ล้างกระเพาะปัสสาวะด้วย NSS จนปัสสาวะใส เพื่อช่วยกำจัด/ลดจำนวนเชื้อในกระเพาะปัสสาวะ
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 29 สิงหาคม พ.ศ.2562",klebsiella pneumoniae ssp pneumoniae,klebsiella,S,R,R,R,,R,R,R,S,,S,+,S,S,S,,I,R,,,,S,S,S,amoxicillin/clavulanic acid,cefalexin,cefovecin,trimethoprim/sulfamethoxazole,enrofloxacin,marbofloxacin,,,,,,,,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1387,5500693,dog,Urine,"Cystocentesis 
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2639/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Escherichia coli (8.2x106 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
POS
+
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
>=32
R
Cephalexin
>=64
R
Cephalothin
>=64
R
Cefpodoxime
>=8
R
Cefovecin
>=8
R
Ceftiofur
>=8
R
Imipenem
<=0.25
S
Amikacin
8
I
Antimicrobials
Results
MIC
S/I/R
Gentamicin
>=16
R
Neomycin
<=2
S
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
>=4
R
Doxycycline
>=16
R
Tetracycline
>=16
R
Nitrofurantoin
<=16
S
Chloramphenicol
>=64
R
Sulfamethoxazole/trimethoprim
>=320
R
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Escherichia coli
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
--		Nitrofurantoin 5 mg/kg q8h PO PC for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
--		Imipenem 10 mg/kg q8h IV infusion over 20-60 minutes for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 20 ธันวาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5500693 Clinician สพ.ญ.ปิยสิริ                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5500693 Clinician สพ.ญ.ปิยสิริ                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
16 Dec 2019
Date of submission
16 Dec 2019
Owner
อัจฉรีย์ อัมพวานนท์
Patient
อารัก
Species
Dog
Breed
Chihuahua
Sex
Male
Birth date
Year 2011
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine 
Method of collection
Cystocentesis 
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2639/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Escherichia coli (8.2x106 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
POS
+
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
>=32
R
Cephalexin
>=64
R
Cephalothin
>=64
R
Cefpodoxime
>=8
R
Cefovecin
>=8
R
Ceftiofur
>=8
R
Imipenem
<=0.25
S
Amikacin
8
I
Antimicrobials
Results
MIC
S/I/R
Gentamicin
>=16
R
Neomycin
<=2
S
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
>=4
R
Doxycycline
>=16
R
Tetracycline
>=16
R
Nitrofurantoin
<=16
S
Chloramphenicol
>=64
R
Sulfamethoxazole/trimethoprim
>=320
R
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Escherichia coli
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
--		Nitrofurantoin 5 mg/kg q8h PO PC for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
--		Imipenem 10 mg/kg q8h IV infusion over 20-60 minutes for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 20 ธันวาคม พ.ศ.2562",escherichia coli,escherichia,I,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,S,,,R,,R,,R,nitrofurantoin,imipenem,,,,,,,,,,,,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
1388,5500985,dog,urine,Catheterization,GN,proteus mirabilis,proteus,S,I,R,S,,S,S,S,S,,R,,S,,R,,R,R,,,,R,S,R,cefalexin,cefovecin,cefixime,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,
1389,5502032,dog,Urine,"Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2474/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Acinetobacter baumannii complex (3.0x103 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
<=0.25
S
Amikacin
NA
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
NA
NA
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Pradofloxacin
NA
NA
Doxycycline
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Acinetobacter baumannii complex
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--	Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 28 พฤศจิกายน พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5502032 Clinician สพ.ญ.ปานประดับ                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5502032 Clinician สพ.ญ.ปานประดับ                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
21 Nov 2019
Date of submission
21 Nov 2019
Owner
ทักษอร บุนนาค
Patient
ข้าวปั้น
Species
Dog
Breed
Unk
Sex
Male
Birth date
Year 2016
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine
Method of collection
Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2474/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Acinetobacter baumannii complex (3.0x103 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
<=0.25
S
Amikacin
NA
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
NA
NA
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Pradofloxacin
NA
NA
Doxycycline
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Acinetobacter baumannii complex
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--	Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 28 พฤศจิกายน พ.ศ.2562",acinetobacter baumannii,acinetobacter,,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S,trimethoprim/sulfamethoxazole,enrofloxacin,marbofloxacin,,,,,,,,,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1390,5502166,dog,Urine,"Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2556/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Escherichia coli (1.2x107 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NEG
-
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
4
S
Cephalexin
<=4
S
Cephalothin
<=2
S
Cefpodoxime
<=0.25
S
Cefovecin
<=0.5
S
Ceftiofur
<=1
S
Imipenem
<=0.25
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
>=16
R
Neomycin
<=2
S
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
>=4
R
Doxycycline
<=0.5
S
Tetracycline
<=1
S
Nitrofurantoin
<=16
S
Chloramphenicol
<=2
S
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Escherichia coli
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amoxicillin/clavulanic acid 25 mg/kg q8h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--		Cephalexin 25-30 mg/kg q12h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 9 ธันวาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5502166 Clinician สพ.ญ.ปิยสิริ                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5502166 Clinician สพ.ญ.ปิยสิริ                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
3 Dec 2019
Date of submission
3 Dec 2019
Owner
อารีย จิตต์นิยม
Patient
มอมแมม
Species
Dog
Breed
Unk
Sex
Unk
Birth date
Unk
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine
Method of collection
Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2556/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Escherichia coli (1.2x107 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NEG
-
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
4
S
Cephalexin
<=4
S
Cephalothin
<=2
S
Cefpodoxime
<=0.25
S
Cefovecin
<=0.5
S
Ceftiofur
<=1
S
Imipenem
<=0.25
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
>=16
R
Neomycin
<=2
S
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
>=4
R
Doxycycline
<=0.5
S
